Code;Latitude;Longitude;restaurant_count;restaurant_is_capped;school_count;school_is_capped;bank_count;bank_is_capped;hospital_count;hospital_is_capped;total_poi;road_types;road_types_desc;road_score;is_main_road;intersection_count;radius_m;alfamidi_count;other_minimarket_count;supermarket_count;total_retail_capped;is_capped;growth_rate_annual;pop_2020;pop_2026_est;density_2020;density_2026_est;category_2026;Status;Region
2027;12.509.776;976.397.233;20;1;11;0;2;0;3;0;36;unmapped;unmapped;0;0;0;2000;2;2;5;9;0;1.90%;11100;12427;883.34;988.95;low;1;3
2325;-621.401.335.524.435;106.843.359.153.223;20;1;20;1;20;1;20;1;80;primary,tertiary,residential,primary_link,living_street;jalan utama kota,jalan lokal besar,jalan perumahan,akses jalan utama,jalan kecil / gang;10;1;42;1000;1;16;3;10;1;0.90%;54809;57836;17446.32;18409.88;very_high;1;1
3336;-0.8374205;23.121.652;2;0;10;0;0;0;0;0;12;tertiary,residential,primary;jalan lokal besar,jalan perumahan,jalan utama kota;10;1;11;2000;0;0;0;0;0;1.90%;1428;1599;113.63;127.22;low;1;5
1564;-518.622.187.262.925;119.454.478.327.231;20;1;20;1;20;1;20;1;80;tertiary,living_street,residential;jalan lokal besar,jalan kecil / gang,jalan perumahan;6;0;104;2000;2;9;9;10;1;1.50%;142060;155335;11304.8;12361.16;medium;1;5
1945;360.289.586.811.002;987.068.915.211.979;20;1;20;1;20;1;20;1;80;residential,trunk,tertiary,unclassified,living_street;jalan perumahan,jalan besar penghubung antar kota,jalan lokal besar,jalan umum kecil,jalan kecil / gang;9;1;59;2000;1;7;12;10;1;1.50%;140262;153369;11161.73;12204.71;medium;1;3
2500;-619.460.148.036.599;1.066.372.784.021;20;1;20;1;20;1;20;1;80;primary,residential,tertiary,living_street,primary_link;jalan utama kota,jalan perumahan,jalan lokal besar,jalan kecil / gang,akses jalan utama;10;1;35;1000;1;16;3;10;1;1.30%;38092;41162;12125.16;13102.19;medium;1;1
3172;10.798.781;1.208.033.349;12;0;13;0;2;0;1;0;28;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;22;2000;0;2;2;4;0;1.90%;5558;6222;442.28;495.16;low;1;5
3285;-0.86983906870949;12.158.570.443.243;20;1;20;1;16;0;4;0;60;residential,tertiary,trunk,unclassified,living_street;jalan perumahan,jalan lokal besar,jalan besar penghubung antar kota,jalan umum kecil,jalan kecil / gang;9;1;22;2000;3;7;10;10;1;1.90%;11171;12506;888.94;995.22;low;1;5
3790;0.543687;123.054.133;20;1;20;1;20;1;18;0;78;trunk,residential,tertiary,unclassified,trunk_link;jalan besar penghubung antar kota,jalan perumahan,jalan lokal besar,jalan umum kecil,akses jalan besar;8;1;28;2000;1;9;10;10;1;1.90%;117979;132084;9388.5;10510.93;medium;1;5
2249;20.633.533.333.333;117.305.325;20;1;13;0;2;0;1;0;36;residential,secondary;jalan perumahan,jalan penghubung utama;6;1;11;2000;1;10;5;10;1;1.90%;1924;2154;153.08;171.38;low;1;4
3810;0.793429;122.873.367;20;1;15;0;9;0;1;0;45;residential,trunk,unclassified,trunk_link;jalan perumahan,jalan besar penghubung antar kota,jalan umum kecil,akses jalan besar;5;1;14;2000;1;2;6;9;0;1.90%;3395;3801;270.16;302.46;low;1;5
3706;1.026.151;124.725.988;20;1;20;1;0;0;0;0;40;residential,secondary;jalan perumahan,jalan penghubung utama;6;1;48;2000;1;9;8;10;1;1.90%;8382;9384;667.03;746.78;low;1;5
1768;-51.488.498;1.194.265.905;20;1;20;1;20;1;20;1;80;unclassified,secondary,residential,tertiary,living_street,secondary_link;jalan umum kecil,jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang,akses jalan penghubung;10;1;52;2000;2;7;11;10;1;1.10%;198525;211993;15798.13;16869.9;high;1;5
3799;0.734977;124.286.405;20;1;20;1;9;0;3;0;52;residential,trunk,trunk_link;jalan perumahan,jalan besar penghubung antar kota,akses jalan besar;5;1;21;2000;2;13;5;10;1;1.90%;22187;24840;1765.61;1976.69;low;1;5
1582;-296.545.606.729.391;119.900.835.396.887;20;1;20;1;20;1;6;0;66;tertiary,primary,residential,living_street,primary_link;jalan lokal besar,jalan utama kota,jalan perumahan,jalan kecil / gang,akses jalan utama;10;1;27;2000;0;12;8;10;1;1.90%;19091;21374;1519.24;1700.87;low;1;5
3765;0.567254;123.988.022;20;1;20;1;4;0;4;0;48;residential,secondary;jalan perumahan,jalan penghubung utama;6;1;51;2000;0;4;3;7;0;1.90%;4161;4658;331.09;370.67;low;1;5
3232;0.46717650698013;12.122.951.645.257;12;0;14;0;2;0;2;0;30;residential,trunk,unclassified;jalan perumahan,jalan besar penghubung antar kota,jalan umum kecil;5;1;10;2000;1;2;3;6;0;1.90%;7612;8522;605.71;678.12;low;1;5
3512;-410.317.340.662;1.222.439.821.394;12;0;6;0;1;0;1;0;20;primary,residential,tertiary;jalan utama kota,jalan perumahan,jalan lokal besar;10;1;5;2000;1;4;3;8;0;1.90%;2343;2623;186.45;208.74;low;1;5
2167;-125.086.122.781.045;116.881.140.407.423;20;1;20;1;20;1;11;0;71;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;39;2000;2;10;8;10;1;1.90%;68258;76418;5431.77;6081.16;low;1;4
2142;-771.969.229.916.698;109.005.793.975.073;20;1;20;1;20;1;17;0;77;trunk,secondary,residential,living_street;jalan besar penghubung antar kota,jalan penghubung utama,jalan perumahan,jalan kecil / gang;10;1;73;1500;0;9;11;10;1;1.70%;55545;61457;7857.98;8694.34;low;1;4
2886;-813.278.835.450.958;113.229.981.049.703;20;1;20;1;20;1;9;0;69;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;19;1500;0;9;11;10;1;1.90%;37802;42322;3008.21;3367.85;low;1;2
3358;-126.504.998.265.317;116.859.115.382.803;20;1;20;1;20;1;8;0;68;tertiary,primary,residential,living_street;jalan lokal besar,jalan utama kota,jalan perumahan,jalan kecil / gang;10;1;31;2000;3;8;9;10;1;1.90%;76821;86005;6113.22;6844.09;low;1;2
2828;-126.498.120.869.257;116.859.478.746.946;20;1;20;1;20;1;9;0;69;tertiary,primary,residential,living_street;jalan lokal besar,jalan utama kota,jalan perumahan,jalan kecil / gang;10;1;34;2000;3;8;9;10;1;1.90%;76408;85543;6080.34;6807.26;low;0;4
2084;-124.842.492.146.233;116.886.947.183.497;20;1;20;1;20;1;9;0;69;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;30;2000;2;10;8;10;1;1.90%;66328;74258;5278.22;5909.25;low;0;4
2687;-63.258.066;1.067.261.437;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;76;1000;1;12;7;10;1;1.70%;27657;30601;8803.6;9740.6;low;1;1
2221;-706.825.376.869.817;110.432.689.009.456;20;1;20;1;18;0;4;0;62;primary,residential,unclassified,living_street;jalan utama kota,jalan perumahan,jalan umum kecil,jalan kecil / gang;8;1;49;1500;0;11;9;10;1;1.70%;38689;42806;5473.32;6055.87;low;1;4
3368;331.132;117.582.209;20;1;20;1;20;1;10;0;70;trunk,tertiary,residential,trunk_link;jalan besar penghubung antar kota,jalan lokal besar,jalan perumahan,akses jalan besar;8;1;36;2000;6;6;8;10;1;1.90%;64332;72023;5119.39;5731.43;low;1;2
2153;-12.495.447.834.705;11.693.388.449.154;20;1;20;1;10;0;3;0;53;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;15;2000;0;10;10;10;1;1.90%;61414;68756;4887.14;5471.41;low;1;4
2218;3.315.112;117.579.197;20;1;20;1;20;1;9;0;69;trunk,residential,living_street;jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang;6;1;45;2000;6;6;8;10;1;1.90%;61954;69361;4930.14;5519.55;low;1;4
2174;-121.139.164.729.511;116.974.325.300.035;20;1;20;1;8;0;3;0;51;primary,residential,unclassified;jalan utama kota,jalan perumahan,jalan umum kecil;7;1;26;2000;1;7;12;10;1;1.90%;26906;30123;2141.12;2397.1;low;1;4
2275;-12.183.965;116.969.597;20;1;20;1;10;0;3;0;53;primary,residential;jalan utama kota,jalan perumahan;7;1;33;2000;2;8;10;10;1;1.90%;37985;42527;3022.78;3384.17;low;1;4
2144;-122.861.500.837.539;116.959.867.218.036;20;1;20;1;9;0;3;0;52;primary,residential,tertiary,trunk,motorway_link,motorway;jalan utama kota,jalan perumahan,jalan lokal besar,jalan besar penghubung antar kota,akses masuk/keluar tol,jalan tol / highway;10;1;16;2000;2;8;10;10;1;1.90%;46242;51770;3679.79;4119.72;low;1;4
2830;-726.444.344.769.531;112.777.531.432.374;20;1;20;1;20;1;20;1;80;tertiary,living_street,residential;jalan lokal besar,jalan kecil / gang,jalan perumahan;6;0;29;1500;0;8;12;10;1;1.30%;81351;87906;11508.79;12436.16;medium;1;2
2894;-727.004.762.814.974;112.796.784.385.791;20;1;20;1;20;1;13;0;73;secondary,residential,secondary_link;jalan penghubung utama,jalan perumahan,akses jalan penghubung;6;1;51;1500;1;9;10;10;1;1.70%;66562;73646;9416.56;10418.81;medium;1;2
1034;-611.593.434.812.286;106.907.069.813.702;20;1;20;1;20;1;20;1;80;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;47;1000;4;7;9;10;1;0.90%;53039;55968;16882.69;17815.11;high;1;1
3149;-0.885563016539847;119.835.715.087.031;20;1;20;1;1;0;6;0;47;tertiary,residential,tertiary_link;jalan lokal besar,jalan perumahan,akses jalan lokal;5;0;43;2000;1;8;11;10;1;1.90%;29928;33506;2381.59;2666.32;low;1;5
1152;-635.005.281.235.712;106.895.961.292.859;20;1;20;1;20;1;20;1;80;tertiary,residential,tertiary_link;jalan lokal besar,jalan perumahan,akses jalan lokal;5;0;15;1000;0;15;5;10;1;1.30%;32986;35644;10499.65;11345.7;medium;1;1
2187;213.723.425.111.412;117.497.465.337.396;20;1;20;1;20;1;10;0;70;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;23;2000;6;8;6;10;1;1.90%;6984;7819;555.77;622.21;low;1;4
1119;-629.757;10.703.056;20;1;20;1;20;1;20;1;80;secondary,residential,living_street;jalan penghubung utama,jalan perumahan,jalan kecil / gang;7;1;58;1000;0;12;8;10;1;1.30%;42048;45436;13384.17;14462.65;high;1;1
2709;-63.018.125;1.070.293.284;20;1;20;1;20;1;19;0;79;unclassified,secondary,living_street,residential;jalan umum kecil,jalan penghubung utama,jalan kecil / gang,jalan perumahan;7;1;44;1000;0;10;10;10;1;1.30%;35351;38200;11252.55;12159.28;medium;0;1
1131;-640.893;10.709.302;20;1;20;1;8;0;7;0;55;primary,residential;jalan utama kota,jalan perumahan;7;1;64;1000;1;9;10;10;1;1.70%;14972;16566;4765.78;5273.02;low;1;1
1616;-681.318.859.620.471;107.136.733.782.654;20;1;20;1;20;1;20;1;80;living_street,residential,trunk;jalan kecil / gang,jalan perumahan,jalan besar penghubung antar kota;6;1;12;1500;2;12;6;10;1;1.70%;53217;58881;7528.66;8329.96;low;0;2
2054;20.553.351;1.000.134.106;20;1;11;0;1;0;1;0;33;unclassified,trunk,residential;jalan umum kecil,jalan besar penghubung antar kota,jalan perumahan;5;1;47;2000;0;4;3;7;0;1.90%;5493;6150;437.14;489.4;low;1;3
3201;-10.834.321.013.841;12.272.935.744.226;16;0;15;0;0;0;0;0;31;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;14;2000;0;3;3;6;0;1.90%;3227;3613;256.83;287.54;low;1;5
3094;-3.274.913;127.117.177;20;1;15;0;2;0;0;0;37;tertiary,residential;jalan lokal besar,jalan perumahan;5;0;32;2000;1;4;4;9;0;1.90%;11025;12343;877.32;982.21;low;1;6
1845;351.434;986.724;20;1;20;1;14;0;13;0;67;secondary,tertiary,living_street,residential;jalan penghubung utama,jalan lokal besar,jalan kecil / gang,jalan perumahan;10;1;30;2000;1;7;12;10;1;1.90%;48965;54819;3896.5;4362.34;low;1;3
3020;-3.627.472;128.232.056;20;1;20;1;2;0;2;0;44;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;35;2000;1;8;6;10;1;1.90%;52170;58408;4151.59;4647.93;low;1;6
1980;231.643.730.786.027;100.091.314.843.061;20;1;20;1;6;0;3;0;49;residential,primary,unclassified;jalan perumahan,jalan utama kota,jalan umum kecil;7;1;15;2000;0;2;4;6;0;1.90%;3840;4299;305.59;342.13;low;1;3
1775;-25.763.882;140.541.309;20;1;9;0;2;0;4;0;35;trunk_link,trunk,residential;akses jalan besar,jalan besar penghubung antar kota,jalan perumahan;5;1;26;2000;0;9;3;10;1;1.90%;7833;8769;623.3;697.82;low;1;7
2815;-749.421.861.776.707;112.718.498.267.435;20;1;20;1;14;0;6;0;60;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;57;1500;1;11;8;10;1;1.70%;38892;43031;5502.09;6087.7;low;1;2
3351;-70.515.842.126.245;110.425.637.258.782;20;1;20;1;20;1;7;0;67;secondary,residential,living_street,unclassified;jalan penghubung utama,jalan perumahan,jalan kecil / gang,jalan umum kecil;7;1;61;1500;0;13;7;10;1;1.70%;60474;66910;8555.25;9465.83;low;1;2
2773;-730.410.428.692.328;112.769.193.413.409;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;57;1500;0;5;15;10;1;1.70%;61138;67645;8649.22;9569.8;low;1;2
2924;-8.114.547;112.013.728;20;1;20;1;20;1;1;0;61;unclassified,tertiary,residential;jalan umum kecil,jalan lokal besar,jalan perumahan;5;0;28;1500;0;5;15;10;1;1.90%;21526;24100;1713;1917.79;low;1;2
1754;-2.557.069;140.109.717;13;0;7;0;4;0;0;0;24;unclassified,residential,trunk;jalan umum kecil,jalan perumahan,jalan besar penghubung antar kota;5;1;5;2000;1;3;0;4;0;1.90%;1319;1476;104.93;117.48;low;1;7
1660;-5.162.576;1.195.049.902;20;1;20;1;3;0;2;0;45;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;43;2000;2;8;10;10;1;1.90%;27336;30604;2175.35;2435.43;low;1;5
3011;-3.705.028;128.165.417;20;1;20;1;20;1;16;0;76;residential,secondary,tertiary;jalan perumahan,jalan penghubung utama,jalan lokal besar;9;1;28;2000;6;8;6;10;1;1.90%;98268;110017;7819.95;8754.85;low;1;6
1607;-516.209.631.717.259;119.408.957.775.204;20;1;20;1;20;1;20;1;80;secondary,tertiary,unclassified,residential,living_street;jalan penghubung utama,jalan lokal besar,jalan umum kecil,jalan perumahan,jalan kecil / gang;10;1;86;2000;1;8;11;10;1;1.50%;160767;175790;12793.45;13988.91;medium;1;5
3793;0.322998;127.872.493;20;1;12;0;6;0;4;0;42;residential,trunk,living_street;jalan perumahan,jalan besar penghubung antar kota,jalan kecil / gang;6;1;31;2000;1;4;10;10;1;1.90%;2410;2698;191.81;214.74;low;1;6
1012;-624.296;10.702.744;20;1;20;1;20;1;20;1;80;tertiary,residential,secondary,living_street,unclassified;jalan lokal besar,jalan perumahan,jalan penghubung utama,jalan kecil / gang,jalan umum kecil;10;1;80;1000;0;11;9;10;1;0.90%;50652;53449;16123.02;17013.49;high;1;1
1620;-624.472;10.703.973;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;1;13;6;10;1;0.90%;45510;48024;14486.38;15286.45;high;0;1
2392;-638.398;10.681.444;20;1;20;1;20;1;20;1;80;tertiary,living_street,residential;jalan lokal besar,jalan kecil / gang,jalan perumahan;6;0;113;1000;1;13;6;10;1;0.90%;54137;57127;17232.33;18184.06;very_high;1;1
3106;-5.653.922;132.740.527;20;1;20;1;20;1;7;0;67;residential,unclassified,trunk,tertiary;jalan perumahan,jalan umum kecil,jalan besar penghubung antar kota,jalan lokal besar;8;1;41;2000;3;5;12;10;1;1.90%;11026;12345;877.45;982.36;low;1;6
2718;-3.045.384;104.785.362;20;1;20;1;5;0;5;0;50;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;63;2000;1;10;9;10;1;1.90%;18803;21051;1496.28;1675.17;low;1;3
1361;-300.632.078.584.593;120.188.062.961.585;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street,primary;jalan lokal besar,jalan perumahan,jalan kecil / gang,jalan utama kota;10;1;55;2000;1;7;12;10;1;1.90%;54069;60533;4302.7;4817.1;low;0;5
2380;-632.525;10.674.304;20;1;20;1;20;1;20;1;80;tertiary,primary,residential,trunk,trunk_link,living_street;jalan lokal besar,jalan utama kota,jalan perumahan,jalan besar penghubung antar kota,trunk_link,jalan kecil / gang;10;1;29;1000;1;10;9;10;1;1.70%;28659;31709;9122.36;10093.29;medium;1;1
2412;-638.276.149.527.404;10.668.033.909.689;20;1;20;1;10;0;6;0;56;primary,residential,living_street;jalan utama kota,jalan perumahan,jalan kecil / gang;8;1;19;1000;2;10;8;10;1;1.70%;20139;22282;6410.29;7092.56;low;1;1
1511;-567.545.405.746.517;119.752.160.554.562;20;1;20;1;8;0;5;0;53;residential;jalan perumahan;2;0;11;2000;1;6;13;10;1;1.90%;21866;24480;1740.04;1948.07;low;1;5
1911;36.232.084.989.056;98.495.532.019.745;20;1;20;1;20;1;18;0;78;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;48;2000;1;10;9;10;1;1.90%;81408;91141;6478.27;7252.77;low;1;3
3115;-268.380.225.819.065;118.883.993.306.904;20;1;20;1;20;1;12;0;72;unclassified,tertiary,residential,living_street;jalan umum kecil,jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;46;2000;0;5;15;10;1;1.90%;37675;42179;2998.08;3356.51;low;1;5
2553;-646.028.398.996.978;106.796.498.739.574;20;1;20;1;20;1;14;0;74;primary,residential,tertiary,living_street;jalan utama kota,jalan perumahan,jalan lokal besar,jalan kecil / gang;10;1;36;1000;1;8;11;10;1;1.30%;33558;36262;10681.76;11542.49;medium;1;1
3435;-73.978.793;1.092.435.846;20;1;20;1;20;1;5;0;65;tertiary,residential,secondary;jalan lokal besar,jalan perumahan,jalan penghubung utama;9;1;30;1500;0;9;11;10;1;1.70%;43844;48510;6202.65;6862.82;low;1;2
1787;-51.246.262;1.195.221.687;20;1;20;1;20;1;17;0;77;secondary,residential;jalan penghubung utama,jalan perumahan;6;1;34;2000;2;11;7;10;1;1.90%;109518;122611;8715.16;9757.09;low;1;5
1693;-2.606.377;140.649.415;20;1;20;1;20;1;8;0;68;living_street,residential,trunk;jalan kecil / gang,jalan perumahan,jalan besar penghubung antar kota;6;1;15;2000;6;8;6;10;1;1.90%;33219;37190;2643.46;2959.5;low;1;7
1723;-70.516.687;11.066.048;20;1;20;1;20;1;4;0;64;primary,residential;jalan utama kota,jalan perumahan;7;1;16;1500;0;8;7;10;1;1.70%;17197;19028;2432.91;2691.86;low;1;7
1549;-323.804.885.949.006;120.304.997.284.015;20;1;9;0;4;0;1;0;34;residential,trunk,tertiary;jalan perumahan,jalan besar penghubung antar kota,jalan lokal besar;8;1;31;2000;0;3;8;10;1;1.90%;4586;5134;364.93;408.56;low;1;5
3137;-0.9218479314168;119.844.879.241.903;20;1;20;1;10;0;6;0;56;residential,unclassified,tertiary;jalan perumahan,jalan umum kecil,jalan lokal besar;5;0;55;2000;0;10;10;10;1;1.90%;26862;30074;2137.63;2393.19;low;1;5
1611;-649.458.956.803.841;107.808.551.201.718;20;1;20;1;2;0;0;0;42;unmapped;unmapped;0;0;0;1500;0;4;6;10;0;1.70%;7958;8805;1125.76;1245.58;low;0;2
2823;-744.206.398.658.922;112.714.749.750.972;20;1;20;1;20;1;14;0;74;residential,secondary,tertiary,living_street,secondary_link;jalan perumahan,jalan penghubung utama,jalan lokal besar,jalan kecil / gang,akses jalan penghubung;10;1;78;1500;0;9;11;10;1;1.70%;58027;64203;8209.16;9082.9;low;1;2
3216;-0.79337179662413;12.265.254.062.703;20;1;20;1;1;0;1;0;42;residential,trunk,unclassified;jalan perumahan,jalan besar penghubung antar kota,jalan umum kecil;5;1;10;2000;1;8;5;10;1;1.90%;2334;2613;185.73;207.94;low;1;5
3327;-0.7973223;1.226.579.423;20;1;20;1;1;0;2;0;43;trunk,unclassified,residential;jalan besar penghubung antar kota,jalan umum kecil,jalan perumahan;5;1;11;2000;1;11;5;10;1;1.90%;2334;2613;185.73;207.94;low;1;5
2016;341.414;99.315.962;20;1;20;1;3;0;1;0;44;residential,primary,tertiary;jalan perumahan,jalan utama kota,jalan lokal besar;10;1;32;2000;0;1;0;1;0;1.90%;6611;7401;526.05;588.94;low;1;3
3760;1.175.502;124.885.149;20;1;13;0;2;0;0;0;35;trunk,residential,tertiary;jalan besar penghubung antar kota,jalan perumahan,jalan lokal besar;8;1;32;2000;1;10;3;10;1;1.90%;7657;8572;609.3;682.14;low;1;5
3554;-5.469.978.765;1.226.233.894;20;1;20;1;11;0;8;0;59;unclassified,trunk,residential;jalan umum kecil,jalan besar penghubung antar kota,jalan perumahan;5;1;41;2000;3;9;8;10;1;1.90%;25480;28526;2027.64;2270.05;low;1;5
1648;-747.643.143.816.555;112.439.856.248.278;20;1;20;1;20;1;20;1;80;residential,living_street,secondary,secondary_link;jalan perumahan,jalan kecil / gang,jalan penghubung utama,akses jalan penghubung;7;1;50;1500;0;6;14;10;1;1.70%;56501;62515;7993.32;8844.09;low;0;2
1673;-55.434.569.047.774;11.993.691.918.431;20;1;20;1;14;0;6;0;60;residential,primary,trunk;jalan perumahan,jalan utama kota,jalan besar penghubung antar kota;10;1;26;2000;3;12;5;10;1;1.90%;25407;28444;2021.82;2263.54;low;1;5
1747;-55.261.993.194.362;12.019.514.468.777;20;1;20;1;13;0;2;0;55;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;40;2000;0;11;9;10;1;1.90%;15333;17166;1220.14;1366.01;low;1;5
1129;-629.884;10.676.177;20;1;20;1;20;1;17;0;77;unmapped;unmapped;0;0;0;1000;0;10;10;10;1;1.30%;36640;39593;11662.95;12602.74;medium;0;1
1674;-649.294.670.366.603;106.878.446.849.025;20;1;20;1;20;1;20;1;80;primary,living_street,residential,tertiary;jalan utama kota,jalan kecil / gang,jalan perumahan,jalan lokal besar;10;1;40;1000;0;14;6;10;1;1.70%;31353;34690;9979.92;11042.12;medium;0;1
1327;-621.767.662.140.364;106.899.989.692.625;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;0;8;12;10;1;0.50%;59919;61739;19072.83;19652.22;very_high;0;1
2879;-699.289.590.022.649;112.563.793.709.653;20;1;20;1;9;0;3;0;52;unclassified,secondary,residential,trunk;jalan umum kecil,jalan penghubung utama,jalan perumahan,jalan besar penghubung antar kota;9;1;45;1500;1;11;6;10;1;1.70%;8807;9744;1245.9;1378.5;low;1;2
2943;-8.042.859;111.911.119;20;1;20;1;19;0;8;0;67;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;30;1500;0;13;7;10;1;1.90%;31987;35812;2545.48;2849.81;low;1;2
1676;-43.449.493.712.706;11.996.269.438.174;20;1;18;0;4;0;1;0;43;residential,primary;jalan perumahan,jalan utama kota;7;1;28;2000;1;9;3;10;1;1.90%;6080;6807;483.86;541.71;low;1;5
3438;-75.057.778;110.204.425;20;1;20;1;8;0;3;0;51;primary,secondary,residential;jalan utama kota,jalan penghubung utama,jalan perumahan;10;1;52;1500;0;12;8;10;1;1.70%;29598;32748;4187.19;4632.85;low;1;2
2724;-6.112.912;106.584.969;20;1;20;1;20;1;8;0;68;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;32;1000;1;6;13;10;1;1.70%;17787;19680;5661.75;6264.35;low;1;1
2644;-62.368.119;1.067.691.005;20;1;20;1;20;1;20;1;80;living_street,primary,primary_link,residential;jalan kecil / gang,jalan utama kota,akses jalan utama,jalan perumahan;8;1;15;1000;2;15;3;10;1;0.90%;50612;53408;16110.38;17000.15;high;1;1
2579;-62.424.365;1.066.316.477;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;63;1000;1;12;7;10;1;1.30%;34036;36779;10833.98;11706.97;medium;1;1
3475;-773.673;110.376.886;20;1;20;1;12;0;6;0;58;primary,residential,unclassified,living_street;jalan utama kota,jalan perumahan,jalan umum kecil,jalan kecil / gang;8;1;43;1500;1;7;12;10;1;1.70%;40462;44768;5724.16;6333.41;low;1;2
1535;-521.640.429.568.101;11.944.867.413.869;20;1;20;1;20;1;14;0;74;trunk,unclassified,residential,living_street,trunk_link;jalan besar penghubung antar kota,jalan umum kecil,jalan perumahan,jalan kecil / gang,akses jalan besar;6;1;34;2000;1;5;14;10;1;1.90%;61123;68430;4864;5445.51;low;1;5
3277;0.45579593578901;12.107.303.384.221;4;0;7;0;0;0;0;0;11;trunk,secondary,residential;jalan besar penghubung antar kota,jalan penghubung utama,jalan perumahan;9;1;4;2000;1;0;0;1;0;1.90%;2317;2594;184.35;206.4;low;1;5
1802;-49.817.783;1.201.149.185;20;1;20;1;6;0;2;0;48;residential;jalan perumahan;2;0;0;2000;1;3;4;8;0;1.90%;3142;3518;250.05;279.94;low;1;5
1734;-49.690.451.538.016;12.011.329.458.596;20;1;20;1;6;0;2;0;48;residential,primary;jalan perumahan,jalan utama kota;7;1;12;2000;1;4;4;9;0;1.90%;4007;4486;318.85;356.96;low;1;5
2688;-62.806.566;1.067.186.344;20;1;20;1;20;1;20;1;80;secondary,tertiary,residential,living_street,secondary_link;jalan penghubung utama,jalan lokal besar,jalan perumahan,jalan kecil / gang,akses jalan penghubung;10;1;37;1000;1;9;10;10;1;1.30%;38803;41929;12351.28;13346.54;medium;1;1
1200;-622.054;1.066.131;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;1;8;11;10;1;0.90%;48326;50995;15382.72;16232.3;high;0;1
1365;-629.110.037.636.999;107.329.819.618.287;20;1;20;1;16;0;10;0;66;residential,living_street,tertiary;jalan perumahan,jalan kecil / gang,jalan lokal besar;6;0;80;1500;2;9;9;10;1;1.70%;28368;31388;4013.29;4440.44;low;1;2
1777;-62.957.866.762.931;107.329.408.423.964;20;1;20;1;19;0;13;0;72;tertiary,primary,residential,living_street;jalan lokal besar,jalan utama kota,jalan perumahan,jalan kecil / gang;10;1;69;1500;3;9;8;10;1;1.70%;34782;38484;4920.59;5444.31;low;0;2
3329;-0.9316799;1.198.617.706;20;1;20;1;9;0;4;0;53;residential;jalan perumahan;2;0;94;2000;2;7;11;10;1;1.90%;31058;34771;2471.54;316726;low;1;5
1385;-701.873.005.798.073;107.596.860.585.448;20;1;20;1;18;0;2;0;60;unmapped;unmapped;0;0;0;1500;0;10;10;10;1;1.70%;35212;38959;4981.44;5511.64;low;0;2
1272;-41.795.968.861.204;120.038.602.933.761;20;1;9;0;0;0;0;0;29;residential,trunk,primary,trunk_link;jalan perumahan,jalan besar penghubung antar kota,jalan utama kota,akses jalan besar;10;1;27;2000;0;11;2;10;1;1.90%;4847;5427;385.73;431.84;low;0;5
1631;-698.841.370.701.392;110.392.628.599.741;20;1;20;1;20;1;20;1;80;residential,trunk,living_street,trunk_link;jalan perumahan,jalan besar penghubung antar kota,jalan kecil / gang,akses jalan besar;6;1;69;1500;0;14;6;10;1;1.30%;76021;82147;10754.78;11621.4;medium;0;2
2296;-0.1663804;1.169.076.662;11;0;7;0;1;0;0;0;19;primary,residential;jalan utama kota,jalan perumahan;7;1;17;2000;0;4;2;6;0;1.90%;1181;1323;94.01;105.25;low;1;4
1278;-636.869.663.607.946;107.389.219.893.297;20;1;20;1;20;1;2;0;62;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;81;1500;1;11;8;10;1;1.70%;27612;30551;3906.36;4322.13;low;1;2
